cas,ir_labels,uv_labels,ir_peaks,uv_peaks
75-56-9,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[753.5070140280561, 832.8657314629259, 948.2965931863728, 1114.2284569138278, 1236.8737474949899, 1395.5911823647293, 1446.0921843687374, 2989.9799599198395, 3040.4809619238476, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1272.9458917835673, 1417.2344689378758, 1474.9498997995993, 2997.194388777555, 479.35871743486973, 681.3627254509017, 796.7935871743487, 890.5811623246493, 991.5831663326653, 1070.941883767535, 1208.0160320641282, 1323.4468937875752, 1453.306613226453, 1828.4569138276554, 2456.112224448898, 3112.625250501002, 3523.8476953907816, 3776.3527054108217, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 1474.9498997995993, 2997.194388777555, 760.7214428857715, 832.8657314629259, 955.5110220440882, 1020.440881763527, 1114.2284569138278, 1265.7314629258517, 1410.0200400801605, 1460.5210420841684, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 760.7214428857715, 832.8657314629259, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1410.0200400801605, 1460.5210420841684, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1027.6553106212425, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 760.7214428857715, 832.8657314629259, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1410.0200400801605, 1460.5210420841684, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 1474.9498997995993, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 962.7254509018036, 1027.6553106212425, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 1474.9498997995993, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 1474.9498997995993, 2997.194388777555, 760.7214428857715, 832.8657314629259, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1410.0200400801605, 1460.5210420841684, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 1474.9498997995993, 2997.194388777555, 760.7214428857715, 832.8657314629259, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1410.0200400801605, 1460.5210420841684, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1128.6573146292585, 1265.7314629258517, 1417.2344689378758, 2997.194388777555, 767.935871743487, 840.0801603206413, 955.5110220440882, 1020.440881763527, 1121.442885771543, 1265.7314629258517, 1417.2344689378758, 1474.9498997995993, 2997.194388777555]",[]
496-11-7,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'sulfate_so4']",[],"[688.5771543086173, 731.8637274549098, 1013.2264529058116, 1208.0160320641282, 1460.5210420841684, 1575.9519038076153, 2852.9058116232463, 2939.478957915832, 3054.909819639279, 616.4328657314629, 695.7915831663327, 811.2224448897796, 883.3667334669339, 955.5110220440882, 1056.5130260521041, 1107.0140280561122, 1179.1583166332666, 1236.8737474949899, 1287.374749498998, 1337.875751503006, 1539.879759519038, 1749.0981963927857, 1806.8136272545091, 1850.1002004008017, 1929.4589178356714, 2109.819639278557, 2391.1823647294586, 2881.763527054108, 3004.4088176352707, 3054.909819639279, 3242.4849699398796, 3927.8557114228456]","[234.11371237458195, 264.2140468227425, 274.24749163879596]"
629-59-4,"['alkane_ch_sp3', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'alkene_out_of_plane_ch', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'alkyl_halide_ccl', 'alkyl_halide_cI']",[],"[558.7174348697395, 811.2224448897796, 1006.0120240480962, 1114.2284569138278, 1316.2324649298598, 1402.805611222445, 2102.605210420842, 2708.617234468938, 3531.062124248497, 3978.3567134268537, 1446.0921843687374, 2860.120240480962, 2917.8356713426856, 2997.194388777555, 472.1442885771543, 681.3627254509017, 840.0801603206413, 941.0821643286573, 1121.442885771543, 1337.875751503006, 1410.0200400801605, 1496.5931863727455, 1965.5310621242486, 2881.763527054108, 3776.3527054108217]",[]
76-13-1,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[638.0761523046092, 796.7935871743487, 883.3667334669339, 1034.8697394789579, 1107.0140280561122, 1157.5150300601204, 486.5731462925852, 565.9318637274549, 681.3627254509017, 760.7214428857715, 847.2945891783568, 955.5110220440882, 1006.0120240480962, 1085.370741482966, 1143.0861723446894, 1193.5871743486973, 1316.2324649298598, 1604.809619238477, 2059.318637274549, 2290.180360721443, 2347.895791583166, 2910.62124248497, 3776.3527054108217]",[]
576-26-1,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amide_cn', 'alkyl_halide_ccl', 'amide_nh', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'alkane_ch_sp3', 'amine_cn', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad']",[],"[472.1442885771543, 753.5070140280561, 825.6513026052105, 998.7975951903808, 1078.1563126252504, 1150.3006012024048, 1193.5871743486973, 1251.302605210421, 1309.0180360721442, 1431.6633266533067, 1474.9498997995993, 1518.2364729458918, 1590.3807615230462, 2917.8356713426856, 3033.2665330661325, 3639.2785571142285, 3682.565130260521, 529.8597194388777, 703.0060120240481, 739.0781563126252, 796.7935871743487, 883.3667334669339, 926.6533066132265, 1056.5130260521041, 1121.442885771543, 1244.0881763527054, 1287.374749498998, 1352.3046092184368, 1402.805611222445, 1453.306613226453, 1568.7374749498997, 1619.2384769539078, 1691.3827655310622, 1821.2424849699398, 1878.9579158316633, 2131.4629258517034, 2557.1142284569137, 2780.7615230460924, 2881.763527054108, 3011.623246492986, 3177.555110220441, 3797.995991983968]",[]
57-74-9,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'aromatic_cc', 'alkyl_halide_cbr', 'carboxylic_acid_oh_broad', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[472.1442885771543, 537.0741482965932, 602.004008016032, 659.7194388777555, 717.4348697394789, 760.7214428857715, 804.0080160320641, 840.0801603206413, 876.1523046092184, 948.2965931863728, 998.7975951903808, 1049.2985971943888, 1150.3006012024048, 1193.5871743486973, 1229.6593186372745, 1287.374749498998, 1359.5190380761524, 1575.9519038076153, 1698.5971943887776, 2124.248496993988, 3155.9118236472946, 3776.3527054108217, 573.1462925851704, 623.6472945891784, 782.3647294589179, 883.3667334669339, 933.8677354709419, 977.1543086172345, 1056.5130260521041, 1128.6573146292585, 1171.943887775551, 1215.2304609218436, 1258.5170340681361, 1453.306613226453, 1583.1663326653306, 1734.6693386773547, 2975.551102204409, 3646.492985971944, 3769.138276553106]",[]
79-06-1,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_cc', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'amide_nh', 'carboxylic_acid_oh_broad', 'aromatic_cc', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[421.64328657314627, 529.8597194388777, 789.5791583166333, 941.0821643286573, 984.3687374749499, 1013.2264529058116, 1070.941883767535, 1164.7294589178357, 1309.0180360721442, 1381.1623246492986, 1511.0220440881765, 1633.6673346693387, 1842.885771543086, 2016.0320641282565, 2874.5490981963926, 3256.913827655311, 3754.7094188376755]",[]
98-86-2,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amine_nh_secondary', 'amide_cn', 'anhydride_co', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'alkyne_cc', 'nitro_no2_sym', 'nitro_no2_asym', 'alkyne_ch_sp', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'amine_nh_primary', 'amine_cn', 'alkene_cc', 'alkene_out_of_plane_ch', 'alkene_ch_sp2', 'carboxylic_acid_oh_broad']",[],"[551.5030060120241, 638.0761523046092, 724.6492985971944, 861.7234468937876, 984.3687374749499, 1042.0841683366734, 1121.442885771543, 1200.801603206413, 1287.374749498998, 1323.4468937875752, 1395.5911823647293, 1482.1643286573146, 1633.6673346693387, 1857.314629258517, 2016.0320641282565, 3285.771543086172, 3466.1322645290584, 3978.3567134268537, 616.4328657314629, 731.8637274549098, 818.4368737474949, 897.7955911823647, 977.1543086172345, 1049.2985971943888, 1135.871743486974, 1200.801603206413, 1287.374749498998, 1330.6613226452905, 1395.5911823647293, 1474.9498997995993, 1561.5230460921844, 1633.6673346693387, 1792.3847695390782, 1871.743486973948, 1936.6733466933867, 2218.0360721442885, 2477.755511022044, 3256.913827655311, 3971.142284569138, 558.7174348697395, 638.0761523046092, 731.8637274549098, 818.4368737474949, 876.1523046092184, 977.1543086172345, 1049.2985971943888, 1128.6573146292585, 1208.0160320641282, 1287.374749498998, 1330.6613226452905, 1388.3767535070142, 1511.0220440881765, 1619.2384769539078, 1763.5270541082164, 1871.743486973948, 1936.6733466933867, 2066.5330661322646, 2153.1062124248497, 2246.8937875751503, 2362.3246492985973, 2412.8256513026054, 2470.5410821643286, 2549.8997995991986, 2723.0460921843687, 2881.763527054108, 2946.693386773547, 3033.2665330661325, 3314.629258517034, 3401.202404809619, 3574.3486973947897, 3754.7094188376755, 3848.496993987976, 3978.3567134268537, 450.501002004008, 573.1462925851704, 674.1482965931864, 753.5070140280561, 941.0821643286573, 1006.0120240480962, 1070.941883767535, 1164.7294589178357, 1244.0881763527054, 1280.1603206412826, 1352.3046092184368, 1431.6633266533067, 1590.3807615230462, 1691.3827655310622, 1951.1022044088177, 2355.1102204408817, 3069.3386773547095, 3386.7735470941884]","[230.10033444816054, 240.13377926421404]"
106-50-3,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'aromatic_ch', 'alkene_ch_sp2', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[472.1442885771543, 638.0761523046092, 796.7935871743487, 1070.941883767535, 1236.8737474949899, 1280.1603206412826, 1467.7354709418837, 1511.0220440881765, 1597.5951903807616, 1713.0260521042085, 3018.8376753507014, 3393.987975951904, 3473.3466933867735]","[242.14046822742475, 306.3545150501672]"
107-31-3,"['alkane_ch_sp3', 'amine_cn', 'amine_nh_primary', 'aromatic_out_of_plane_ch', 'alkene_cc', 'anhydride_co', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'amide_nh', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amine_nh_secondary', 'ester_co_c', 'amide_cn', 'sulfate_so4']",[],"[919.438877755511, 1157.5150300601204, 1431.6633266533067, 1756.312625250501, 1799.5991983967936, 2910.62124248497, 703.0060120240481, 832.8657314629259, 984.3687374749499, 1085.370741482966, 1309.0180360721442, 1402.805611222445, 1633.6673346693387, 1886.1723446893789, 2016.0320641282565, 2232.4649298597196, 2477.755511022044, 2787.9759519038075, 3004.4088176352707, 3393.987975951904, 3531.062124248497, 3733.066132264529]",[]
565-59-3,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'alkene_out_of_plane_ch', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'amide_cn', 'ester_co_c', 'sulfate_so4']",[],"[1107.0140280561122, 1373.947895791583, 1453.306613226453, 2809.619238476954, 2881.763527054108, 2946.693386773547, 3018.8376753507014, 832.8657314629259, 948.2965931863728, 1099.7995991983967, 1222.4448897795592, 1287.374749498998, 1424.4488977955912, 1597.5951903807616, 2326.2525050100203, 2780.7615230460924, 2910.62124248497, 3098.1963927855713, 3971.142284569138]",[]
556-61-6,"['alkyne_cc', 'nitrile_cn']",[],"[565.9318637274549, 1410.0200400801605, 2059.318637274549, 2210.821643286573, 2932.2645290581163]",[242.14046822742475]
124-38-9,"['amine_cn', 'alkyl_halide_ccl', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI']",[],"[674.1482965931864, 2311.823647294589, 2355.1102204408817, 3718.637274549098, 479.35871743486973, 746.2925851703407, 1200.801603206413, 1410.0200400801605, 2412.8256513026054, 3653.7074148296592, 3776.3527054108217]",[]
108-24-7,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_cc', 'anhydride_co', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'sulfone_so2', 'alkyl_halide_cbr', 'aromatic_cc', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'amide_co', 'sulfate_so4']",[],"[594.7895791583167, 767.935871743487, 876.1523046092184, 991.5831663326653, 1070.941883767535, 1114.2284569138278, 1200.801603206413, 1359.5190380761524, 1756.312625250501, 1814.0280561122245, 645.2905811623247, 731.8637274549098, 832.8657314629259, 955.5110220440882, 1078.1563126252504, 1200.801603206413, 1316.2324649298598, 1410.0200400801605, 1604.809619238477, 1777.9559118236473, 2052.104208416834, 2297.3947895791584, 2593.186372745491, 3004.4088176352707, 508.21643286573146, 573.1462925851704, 623.6472945891784, 753.5070140280561, 832.8657314629259, 955.5110220440882, 1027.6553106212425, 1070.941883767535, 1186.372745490982, 1316.2324649298598, 1395.5911823647293, 1474.9498997995993, 1669.739478957916, 1792.3847695390782, 2088.176352705411, 3783.5671342685373]",[]
541-73-1,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_cc', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'nitro_no2_asym', 'alkene_out_of_plane_ch', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'amide_cn', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[666.9338677354709, 767.935871743487, 811.2224448897796, 854.5090180360721, 991.5831663326653, 1070.941883767535, 1114.2284569138278, 1272.9458917835673, 1395.5911823647293, 1453.306613226453, 1482.1643286573146, 1561.5230460921844, 1604.809619238477, 1713.0260521042085, 1835.6713426853707, 1915.0300601202405, 3076.553106212425, 724.6492985971944, 818.4368737474949, 847.2945891783568, 905.0100200400802, 1027.6553106212425, 1107.0140280561122, 1179.1583166332666, 1229.6593186372745, 1309.0180360721442, 1352.3046092184368, 1438.877755511022, 1532.6653306613227, 1612.0240480961925, 1698.5971943887776, 1814.0280561122245, 1878.9579158316633, 2044.8897795591183, 609.2184368737475, 710.2204408817636, 753.5070140280561, 811.2224448897796, 847.2945891783568, 933.8677354709419, 1049.2985971943888, 1099.7995991983967, 1150.3006012024048, 1236.8737474949899, 1309.0180360721442, 1359.5190380761524, 1438.877755511022, 1525.4509018036072, 1604.809619238477, 1648.0961923847697, 1698.5971943887776, 1763.5270541082164, 1814.0280561122245, 1915.0300601202405, 1965.5310621242486, 2939.478957915832, 3401.202404809619, 3805.2104208416836]",[]
56-23-5,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 472.1442885771543, 652.5050100200401, 782.3647294589179, 832.8657314629259, 1157.5150300601204, 1359.5190380761524, 2910.62124248497, 3776.3527054108217, 767.935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 789.5791583166333, 789.5791583166333, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487, 472.1442885771543, 652.5050100200401, 782.3647294589179, 832.8657314629259, 1179.1583166332666, 1352.3046092184368, 2340.681362725451, 3761.923847695391, 594.7895791583167, 652.5050100200401, 760.7214428857715, 926.6533066132265, 1042.0841683366734, 1150.3006012024048, 1366.7334669338677, 1741.88376753507, 3776.3527054108217, 789.5791583166333, 767.935871743487, 796.7935871743487, 789.5791583166333, 515.4308617234469, 602.004008016032, 652.5050100200401, 926.6533066132265, 1042.0841683366734, 1092.5851703406813, 1150.3006012024048, 1359.5190380761524, 1741.88376753507, 1936.6733466933867, 2124.248496993988, 2463.3266533066135, 3776.3527054108217, 767.935871743487, 796.7935871743487, 789.5791583166333, 767.935871743487, 796.7935871743487, 767.935871743487, 796.7935871743487]",[]
78-87-5,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'anhydride_co', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'sulfone_so2', 'alkyl_halide_cbr', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[638.0761523046092, 695.7915831663327, 811.2224448897796, 969.939879759519, 1049.2985971943888, 1099.7995991983967, 1157.5150300601204, 1222.4448897795592, 1265.7314629258517, 1316.2324649298598, 1366.7334669338677, 1417.2344689378758, 1828.4569138276554, 3365.130260521042, 508.21643286573146, 551.5030060120241, 645.2905811623247, 695.7915831663327, 775.1503006012024, 883.3667334669339, 933.8677354709419, 1042.0841683366734, 1085.370741482966, 1150.3006012024048, 1208.0160320641282, 1251.302605210421, 1301.803607214429, 1359.5190380761524, 1402.805611222445, 1482.1643286573146, 1915.0300601202405, 2420.040080160321, 2903.4068136272545, 3783.5671342685373, 464.92985971943887, 515.4308617234469, 630.8617234468938, 674.1482965931864, 731.8637274549098, 905.0100200400802, 998.7975951903808, 1049.2985971943888, 1186.372745490982, 1229.6593186372745, 1373.947895791583, 1438.877755511022, 2946.693386773547, 2982.7655310621244]",[]
56-81-5,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'aromatic_ch', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[652.5050100200401, 969.939879759519, 1042.0841683366734, 1236.8737474949899, 1373.947895791583, 2888.9779559118238, 2932.2645290581163, 3610.4208416833667, 472.1442885771543, 609.2184368737475, 818.4368737474949, 890.5811623246493, 948.2965931863728, 1006.0120240480962, 1085.370741482966, 1150.3006012024048, 1258.5170340681361, 1575.9519038076153, 1886.1723446893789, 2903.4068136272545, 3004.4088176352707, 3783.5671342685373]",[]
106-46-7,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'ether_co', 'alkyl_halide_ccl', 'sulfone_so2', 'alkyl_halide_cbr', 'aromatic_cc', 'amide_cn', 'alkyl_halide_cI', 'sulfate_so4']",[],"[508.21643286573146, 602.004008016032, 847.2945891783568, 897.7955911823647, 991.5831663326653, 1042.0841683366734, 1143.0861723446894, 1193.5871743486973, 1244.0881763527054, 1316.2324649298598, 1417.2344689378758, 1438.877755511022, 1503.807615230461, 1532.6653306613227, 1713.0260521042085, 1792.3847695390782, 1915.0300601202405, 3790.7815631262524, 472.1442885771543, 529.8597194388777, 796.7935871743487, 998.7975951903808, 1078.1563126252504, 1395.5911823647293, 1467.7354709418837, 1871.743486973948, 3076.553106212425]",[]
